DATE|IMSI|PRIMARY INTEREST|SECONDARY INTEREST|WEIGHTING
FEBRUARY 2016|123456700000615|Finance|Banking|6
FEBRUARY 2016|123456700000615|Sport|Sport|79
FEBRUARY 2016|123456700000616|Gambling|Sports Gambling|91
FEBRUARY 2016|123456700000616|Sport|Golf|47
FEBRUARY 2016|123456700000616|Sport|Soccer|95
FEBRUARY 2016|123456700000616|News & Media|Science|74
FEBRUARY 2016|123456700000616|Arts & Entertainment|TV & Video|68
FEBRUARY 2016|123456700000617|Sport|Sport|32
FEBRUARY 2016|123456700000617|Finance|Banking|78
FEBRUARY 2016|123456700000617|Arts & Entertainment|TV & Video|86
FEBRUARY 2016|123456700000617|Gambling|Sports Gambling|71
FEBRUARY 2016|123456700000617|Sport|Sport|76
FEBRUARY 2016|123456700000618|Gambling|Sports Gambling|1
FEBRUARY 2016|123456700000618|Sport|Golf|40
FEBRUARY 2016|123456700000618|News & Media|Magazines & E-Zines|33
FEBRUARY 2016|123456700000618|Gambling|Sports Gambling|59
FEBRUARY 2016|123456700000618|News & Media|Magazines & E-Zines|8
FEBRUARY 2016|123456700000619|News & Media|Science|21
FEBRUARY 2016|123456700000619|Arts & Entertainment|TV & Video|70
FEBRUARY 2016|123456700000619|Sport|Soccer|19
FEBRUARY 2016|123456700000619|News & Media|Science|32
FEBRUARY 2016|123456700000619|Finance|Banking|44
FEBRUARY 2016|123456700000620|Arts & Entertainment|TV & Video|55
FEBRUARY 2016|123456700000620|Arts & Entertainment|TV & Video|5
FEBRUARY 2016|123456700000620|News & Media|Science|54
FEBRUARY 2016|123456700000620|Arts & Entertainment|TV & Video|97
FEBRUARY 2016|123456700000620|Arts & Entertainment|TV & Video|25
FEBRUARY 2016|123456700000621|Sport|Sport|24
FEBRUARY 2016|123456700000621|Sport|Sport|53
FEBRUARY 2016|123456700000621|News & Media|News|90
FEBRUARY 2016|123456700000621|Books & Literature|Book Retailers|49
FEBRUARY 2016|123456700000621|Finance|Banking|17
FEBRUARY 2016|123456700000622|News & Media|News|58
FEBRUARY 2016|123456700000622|Books & Literature|Book Retailers|83
FEBRUARY 2016|123456700000622|Sport|Soccer|26
FEBRUARY 2016|123456700000622|Arts & Entertainment|TV & Video|77
FEBRUARY 2016|123456700000622|Sport|Sport|92
FEBRUARY 2016|123456700000623|Sport|Rugby|16
FEBRUARY 2016|123456700000623|Sport|Rugby|11
FEBRUARY 2016|123456700000623|Sport|Sport|88
FEBRUARY 2016|123456700000623|Sport|Golf|15
FEBRUARY 2016|123456700000623|Sport|Golf|39
FEBRUARY 2016|123456700000624|Sport|Rugby|34
FEBRUARY 2016|123456700000624|Sport|Golf|3
FEBRUARY 2016|123456700000624|Gambling|Sports Gambling|76
FEBRUARY 2016|123456700000624|Arts & Entertainment|TV & Video|5
FEBRUARY 2016|123456700000624|News & Media|News|3
FEBRUARY 2016|123456700000625|News & Media|Science|96
FEBRUARY 2016|123456700000625|News & Media|Science|89
FEBRUARY 2016|123456700000625|Sport|Golf|52
FEBRUARY 2016|123456700000625|News & Media|Science|0
FEBRUARY 2016|123456700000625|Gambling|Sports Gambling|3
FEBRUARY 2016|123456700000626|Finance|Banking|30
FEBRUARY 2016|123456700000626|Books & Literature|Book Retailers|26
FEBRUARY 2016|123456700000626|News & Media|News|10
FEBRUARY 2016|123456700000626|Finance|Banking|97
FEBRUARY 2016|123456700000626|News & Media|News|63
FEBRUARY 2016|123456700000627|Sport|Soccer|8
FEBRUARY 2016|123456700000627|News & Media|News|54
FEBRUARY 2016|123456700000627|Internet & Telecom|Social Networking|23
FEBRUARY 2016|123456700000627|Arts & Entertainment|TV & Video|34
FEBRUARY 2016|123456700000627|Internet & Telecom|Social Networking|40
FEBRUARY 2016|123456700000628|Sport|Rugby|12
FEBRUARY 2016|123456700000628|News & Media|News|79
FEBRUARY 2016|123456700000628|Gambling|Sports Gambling|59
FEBRUARY 2016|123456700000628|News & Media|Science|44
FEBRUARY 2016|123456700000628|News & Media|News|36
FEBRUARY 2016|123456700000629|Gambling|Sports Gambling|59
FEBRUARY 2016|123456700000629|Arts & Entertainment|TV & Video|29
FEBRUARY 2016|123456700000629|Gambling|Sports Gambling|88
FEBRUARY 2016|123456700000629|Books & Literature|Book Retailers|64
FEBRUARY 2016|123456700000629|Sport|Sport|92
FEBRUARY 2016|123456700000630|Finance|Banking|96
FEBRUARY 2016|123456700000630|Arts & Entertainment|TV & Video|15
FEBRUARY 2016|123456700000630|Finance|Banking|13
FEBRUARY 2016|123456700000630|Sport|Golf|92
FEBRUARY 2016|123456700000630|Sport|Soccer|32
FEBRUARY 2016|123456700000631|Books & Literature|Book Retailers|81
FEBRUARY 2016|123456700000631|Gambling|Sports Gambling|68
FEBRUARY 2016|123456700000631|Gambling|Sports Gambling|20
FEBRUARY 2016|123456700000631|Sport|Golf|1
FEBRUARY 2016|123456700000631|Sport|Soccer|78
FEBRUARY 2016|123456700000632|Sport|Sport|46
FEBRUARY 2016|123456700000632|News & Media|Science|90
FEBRUARY 2016|123456700000632|Finance|Banking|12
FEBRUARY 2016|123456700000632|Sport|Sport|67
FEBRUARY 2016|123456700000632|Gambling|Sports Gambling|98
FEBRUARY 2016|123456700000633|Arts & Entertainment|TV & Video|42
FEBRUARY 2016|123456700000633|News & Media|Magazines & E-Zines|29
FEBRUARY 2016|123456700000633|Sport|Soccer|28
FEBRUARY 2016|123456700000633|Finance|Banking|47
FEBRUARY 2016|123456700000633|Gambling|Sports Gambling|43
FEBRUARY 2016|123456700000634|News & Media|Science|6
FEBRUARY 2016|123456700000634|Finance|Banking|35
FEBRUARY 2016|123456700000634|Arts & Entertainment|TV & Video|88
FEBRUARY 2016|123456700000634|Gambling|Sports Gambling|46
FEBRUARY 2016|123456700000634|Sport|Sport|35
FEBRUARY 2016|123456700000635|Books & Literature|Book Retailers|63
FEBRUARY 2016|123456700000635|News & Media|Science|82
FEBRUARY 2016|123456700000635|Sport|Soccer|94
FEBRUARY 2016|123456700000635|Sport|Golf|13
FEBRUARY 2016|123456700000635|News & Media|News|79
FEBRUARY 2016|123456700000636|Sport|Golf|80
FEBRUARY 2016|123456700000636|Sport|Sport|7
FEBRUARY 2016|123456700000636|Sport|Sport|91
FEBRUARY 2016|123456700000636|Sport|Rugby|40
FEBRUARY 2016|123456700000636|News & Media|News|15
FEBRUARY 2016|123456700000637|Gambling|Sports Gambling|65
FEBRUARY 2016|123456700000637|News & Media|Magazines & E-Zines|7
FEBRUARY 2016|123456700000637|Internet & Telecom|Social Networking|97
FEBRUARY 2016|123456700000637|Gambling|Sports Gambling|28
FEBRUARY 2016|123456700000637|Sport|Golf|70
FEBRUARY 2016|123456700000638|News & Media|Magazines & E-Zines|84
FEBRUARY 2016|123456700000638|Sport|Soccer|54
FEBRUARY 2016|123456700000638|Sport|Sport|91
FEBRUARY 2016|123456700000638|Sport|Sport|33
FEBRUARY 2016|123456700000638|News & Media|Science|69
FEBRUARY 2016|123456700000639|Internet & Telecom|Social Networking|46
FEBRUARY 2016|123456700000639|Arts & Entertainment|TV & Video|7
FEBRUARY 2016|123456700000639|Internet & Telecom|Social Networking|22
FEBRUARY 2016|123456700000639|Arts & Entertainment|TV & Video|57
FEBRUARY 2016|123456700000639|News & Media|News|84
FEBRUARY 2016|123456700000640|Arts & Entertainment|TV & Video|62
FEBRUARY 2016|123456700000640|News & Media|Magazines & E-Zines|97
FEBRUARY 2016|123456700000640|Books & Literature|Book Retailers|40
FEBRUARY 2016|123456700000640|Sport|Golf|98
FEBRUARY 2016|123456700000640|Gambling|Sports Gambling|97
FEBRUARY 2016|123456700000641|Internet & Telecom|Social Networking|76
FEBRUARY 2016|123456700000641|Internet & Telecom|Social Networking|20
FEBRUARY 2016|123456700000641|News & Media|Science|86
FEBRUARY 2016|123456700000641|Sport|Sport|73
FEBRUARY 2016|123456700000641|Sport|Sport|18
FEBRUARY 2016|123456700000642|Sport|Rugby|29
FEBRUARY 2016|123456700000642|News & Media|Magazines & E-Zines|94
FEBRUARY 2016|123456700000642|Finance|Banking|97
FEBRUARY 2016|123456700000642|Finance|Banking|79
FEBRUARY 2016|123456700000642|Sport|Rugby|71
FEBRUARY 2016|123456700000643|Sport|Golf|81
FEBRUARY 2016|123456700000643|Sport|Golf|82
FEBRUARY 2016|123456700000643|Books & Literature|Book Retailers|84
FEBRUARY 2016|123456700000643|Arts & Entertainment|TV & Video|58
FEBRUARY 2016|123456700000643|Sport|Soccer|76
FEBRUARY 2016|123456700000644|Books & Literature|Book Retailers|29
FEBRUARY 2016|123456700000644|Internet & Telecom|Social Networking|59
FEBRUARY 2016|123456700000644|News & Media|Magazines & E-Zines|32
FEBRUARY 2016|123456700000644|News & Media|Science|83
FEBRUARY 2016|123456700000644|Sport|Golf|14
FEBRUARY 2016|123456700000645|Books & Literature|Book Retailers|92
FEBRUARY 2016|123456700000645|News & Media|Magazines & E-Zines|86
FEBRUARY 2016|123456700000645|Arts & Entertainment|TV & Video|37
FEBRUARY 2016|123456700000645|News & Media|Science|12
FEBRUARY 2016|123456700000645|Internet & Telecom|Social Networking|57
FEBRUARY 2016|123456700000646|Sport|Soccer|56
FEBRUARY 2016|123456700000646|Internet & Telecom|Social Networking|97
FEBRUARY 2016|123456700000646|Sport|Golf|97
FEBRUARY 2016|123456700000646|Books & Literature|Book Retailers|3
FEBRUARY 2016|123456700000646|Sport|Golf|7
FEBRUARY 2016|123456700000647|Finance|Banking|3
FEBRUARY 2016|123456700000647|Finance|Banking|94
FEBRUARY 2016|123456700000647|News & Media|Science|62
FEBRUARY 2016|123456700000647|News & Media|News|76
FEBRUARY 2016|123456700000647|News & Media|News|65
FEBRUARY 2016|123456700000648|News & Media|Science|83
FEBRUARY 2016|123456700000648|News & Media|News|47
FEBRUARY 2016|123456700000648|Sport|Soccer|0
FEBRUARY 2016|123456700000648|News & Media|Science|88
FEBRUARY 2016|123456700000648|Sport|Golf|70
FEBRUARY 2016|123456700000649|Books & Literature|Book Retailers|36
FEBRUARY 2016|123456700000649|News & Media|Science|96
FEBRUARY 2016|123456700000649|Books & Literature|Book Retailers|94
FEBRUARY 2016|123456700000649|Sport|Golf|65
FEBRUARY 2016|123456700000649|Sport|Sport|92
FEBRUARY 2016|123456700000650|Arts & Entertainment|TV & Video|80
FEBRUARY 2016|123456700000650|Sport|Golf|80
FEBRUARY 2016|123456700000650|Sport|Soccer|73
FEBRUARY 2016|123456700000650|Arts & Entertainment|TV & Video|52
FEBRUARY 2016|123456700000650|Sport|Golf|51
FEBRUARY 2016|123456700000651|News & Media|Magazines & E-Zines|98
FEBRUARY 2016|123456700000651|News & Media|News|2
FEBRUARY 2016|123456700000651|News & Media|News|2
FEBRUARY 2016|123456700000651|Books & Literature|Book Retailers|66
FEBRUARY 2016|123456700000651|Sport|Soccer|0
FEBRUARY 2016|123456700000652|Internet & Telecom|Social Networking|53
FEBRUARY 2016|123456700000652|Sport|Sport|21
FEBRUARY 2016|123456700000652|Internet & Telecom|Social Networking|58
FEBRUARY 2016|123456700000652|Arts & Entertainment|TV & Video|40
FEBRUARY 2016|123456700000652|Sport|Sport|9
FEBRUARY 2016|123456700000653|Sport|Golf|87
FEBRUARY 2016|123456700000653|Sport|Golf|55
FEBRUARY 2016|123456700000653|News & Media|Magazines & E-Zines|71
FEBRUARY 2016|123456700000653|Sport|Rugby|83
FEBRUARY 2016|123456700000653|Sport|Soccer|40
FEBRUARY 2016|123456700000654|Sport|Soccer|48
FEBRUARY 2016|123456700000654|Finance|Banking|34
FEBRUARY 2016|123456700000654|Sport|Golf|42
FEBRUARY 2016|123456700000654|News & Media|Magazines & E-Zines|46
FEBRUARY 2016|123456700000654|Gambling|Sports Gambling|33
FEBRUARY 2016|123456700000655|Arts & Entertainment|TV & Video|32
FEBRUARY 2016|123456700000655|Sport|Rugby|31
FEBRUARY 2016|123456700000655|Sport|Soccer|27
FEBRUARY 2016|123456700000655|Sport|Golf|42
FEBRUARY 2016|123456700000655|Sport|Soccer|53
FEBRUARY 2016|123456700000656|News & Media|Magazines & E-Zines|23
FEBRUARY 2016|123456700000656|Sport|Rugby|71
FEBRUARY 2016|123456700000656|Sport|Sport|43
FEBRUARY 2016|123456700000656|Arts & Entertainment|TV & Video|31
FEBRUARY 2016|123456700000656|News & Media|Magazines & E-Zines|13
FEBRUARY 2016|123456700000657|Arts & Entertainment|TV & Video|35
FEBRUARY 2016|123456700000657|Finance|Banking|54
FEBRUARY 2016|123456700000657|Arts & Entertainment|TV & Video|60
FEBRUARY 2016|123456700000657|Sport|Golf|95
FEBRUARY 2016|123456700000657|Sport|Soccer|44
FEBRUARY 2016|123456700000658|Sport|Rugby|28
FEBRUARY 2016|123456700000658|Internet & Telecom|Social Networking|44
FEBRUARY 2016|123456700000658|Sport|Golf|26
FEBRUARY 2016|123456700000658|Finance|Banking|12
FEBRUARY 2016|123456700000658|Sport|Soccer|8
FEBRUARY 2016|123456700000659|Sport|Rugby|11
FEBRUARY 2016|123456700000659|Sport|Rugby|47
FEBRUARY 2016|123456700000659|Sport|Rugby|59
FEBRUARY 2016|123456700000659|Gambling|Sports Gambling|86
FEBRUARY 2016|123456700000659|News & Media|Science|14
FEBRUARY 2016|123456700000660|Arts & Entertainment|TV & Video|67
FEBRUARY 2016|123456700000660|Books & Literature|Book Retailers|30
FEBRUARY 2016|123456700000660|Sport|Sport|3
FEBRUARY 2016|123456700000660|Sport|Soccer|7
FEBRUARY 2016|123456700000660|Sport|Golf|27
FEBRUARY 2016|123456700000661|Sport|Golf|91
FEBRUARY 2016|123456700000661|Books & Literature|Book Retailers|43
FEBRUARY 2016|123456700000661|Sport|Rugby|86
FEBRUARY 2016|123456700000661|Internet & Telecom|Social Networking|39
FEBRUARY 2016|123456700000661|Sport|Golf|10
FEBRUARY 2016|123456700000662|News & Media|Magazines & E-Zines|76
FEBRUARY 2016|123456700000662|News & Media|Magazines & E-Zines|71
FEBRUARY 2016|123456700000662|Gambling|Sports Gambling|85
FEBRUARY 2016|123456700000662|Finance|Banking|11
FEBRUARY 2016|123456700000662|News & Media|News|90
FEBRUARY 2016|123456700000663|Books & Literature|Book Retailers|25
FEBRUARY 2016|123456700000663|News & Media|Science|41
FEBRUARY 2016|123456700000663|Sport|Rugby|36
FEBRUARY 2016|123456700000663|News & Media|Science|28
FEBRUARY 2016|123456700000663|Internet & Telecom|Social Networking|4
FEBRUARY 2016|123456700000664|Books & Literature|Book Retailers|22
FEBRUARY 2016|123456700000664|News & Media|Magazines & E-Zines|34
FEBRUARY 2016|123456700000664|Books & Literature|Book Retailers|32
FEBRUARY 2016|123456700000664|News & Media|Magazines & E-Zines|100
FEBRUARY 2016|123456700000664|News & Media|Magazines & E-Zines|21
FEBRUARY 2016|123456700000665|Sport|Soccer|58
FEBRUARY 2016|123456700000665|Sport|Rugby|85
FEBRUARY 2016|123456700000665|Internet & Telecom|Social Networking|92
FEBRUARY 2016|123456700000665|Sport|Rugby|78
FEBRUARY 2016|123456700000665|Internet & Telecom|Social Networking|47
FEBRUARY 2016|123456700000666|Books & Literature|Book Retailers|18
FEBRUARY 2016|123456700000666|Internet & Telecom|Social Networking|16
FEBRUARY 2016|123456700000666|Sport|Golf|11
FEBRUARY 2016|123456700000666|Finance|Banking|72
FEBRUARY 2016|123456700000666|News & Media|Science|56
FEBRUARY 2016|123456700000667|Sport|Sport|66
FEBRUARY 2016|123456700000667|Arts & Entertainment|TV & Video|52
FEBRUARY 2016|123456700000667|Sport|Golf|95
FEBRUARY 2016|123456700000667|News & Media|Science|62
FEBRUARY 2016|123456700000667|News & Media|News|53
FEBRUARY 2016|123456700000668|News & Media|News|43
FEBRUARY 2016|123456700000668|News & Media|Science|31
FEBRUARY 2016|123456700000668|Sport|Rugby|56
FEBRUARY 2016|123456700000668|Arts & Entertainment|TV & Video|99
FEBRUARY 2016|123456700000668|News & Media|Science|93
FEBRUARY 2016|123456700000669|Gambling|Sports Gambling|71
FEBRUARY 2016|123456700000669|News & Media|News|19
FEBRUARY 2016|123456700000669|News & Media|Science|1
FEBRUARY 2016|123456700000669|News & Media|News|32
FEBRUARY 2016|123456700000669|Sport|Rugby|75
FEBRUARY 2016|123456700000670|Sport|Golf|78
FEBRUARY 2016|123456700000670|Gambling|Sports Gambling|77
FEBRUARY 2016|123456700000670|Books & Literature|Book Retailers|92
FEBRUARY 2016|123456700000670|Gambling|Sports Gambling|77
FEBRUARY 2016|123456700000670|Sport|Sport|47
FEBRUARY 2016|123456700000671|Internet & Telecom|Social Networking|22
FEBRUARY 2016|123456700000671|Finance|Banking|97
FEBRUARY 2016|123456700000671|Books & Literature|Book Retailers|81
FEBRUARY 2016|123456700000671|Sport|Soccer|53
FEBRUARY 2016|123456700000671|News & Media|Science|48
FEBRUARY 2016|123456700000672|Finance|Banking|7
FEBRUARY 2016|123456700000672|Sport|Rugby|94
FEBRUARY 2016|123456700000672|News & Media|Magazines & E-Zines|92
FEBRUARY 2016|123456700000672|Sport|Rugby|74
FEBRUARY 2016|123456700000672|Internet & Telecom|Social Networking|75
FEBRUARY 2016|123456700000673|Internet & Telecom|Social Networking|39
FEBRUARY 2016|123456700000673|News & Media|Science|49
FEBRUARY 2016|123456700000673|Books & Literature|Book Retailers|19
FEBRUARY 2016|123456700000673|Sport|Soccer|44
FEBRUARY 2016|123456700000673|Sport|Rugby|55
FEBRUARY 2016|123456700000674|Arts & Entertainment|TV & Video|5
FEBRUARY 2016|123456700000674|Books & Literature|Book Retailers|80
FEBRUARY 2016|123456700000674|Sport|Rugby|72
FEBRUARY 2016|123456700000674|Gambling|Sports Gambling|97
FEBRUARY 2016|123456700000674|News & Media|Science|30
FEBRUARY 2016|123456700000675|Sport|Golf|1
FEBRUARY 2016|123456700000675|News & Media|Magazines & E-Zines|60
FEBRUARY 2016|123456700000675|Gambling|Sports Gambling|25
FEBRUARY 2016|123456700000675|Sport|Sport|65
FEBRUARY 2016|123456700000675|Sport|Soccer|8
FEBRUARY 2016|123456700000676|Arts & Entertainment|TV & Video|64
FEBRUARY 2016|123456700000676|Books & Literature|Book Retailers|63
FEBRUARY 2016|123456700000676|Arts & Entertainment|TV & Video|97
FEBRUARY 2016|123456700000676|News & Media|Magazines & E-Zines|2
FEBRUARY 2016|123456700000676|News & Media|Science|50
FEBRUARY 2016|123456700000677|News & Media|News|16
FEBRUARY 2016|123456700000677|News & Media|News|0
FEBRUARY 2016|123456700000677|News & Media|News|4
FEBRUARY 2016|123456700000677|News & Media|Magazines & E-Zines|17
FEBRUARY 2016|123456700000677|Gambling|Sports Gambling|56
FEBRUARY 2016|123456700000678|Sport|Rugby|78
FEBRUARY 2016|123456700000678|Books & Literature|Book Retailers|89
FEBRUARY 2016|123456700000678|Sport|Golf|22
FEBRUARY 2016|123456700000678|Sport|Soccer|70
FEBRUARY 2016|123456700000678|News & Media|Magazines & E-Zines|71
FEBRUARY 2016|123456700000679|Sport|Sport|65
FEBRUARY 2016|123456700000679|News & Media|News|94
FEBRUARY 2016|123456700000679|News & Media|News|93
FEBRUARY 2016|123456700000679|Finance|Banking|74
FEBRUARY 2016|123456700000679|News & Media|Magazines & E-Zines|2
FEBRUARY 2016|123456700000680|Gambling|Sports Gambling|24
FEBRUARY 2016|123456700000680|News & Media|News|10
FEBRUARY 2016|123456700000680|Arts & Entertainment|TV & Video|74
FEBRUARY 2016|123456700000680|Arts & Entertainment|TV & Video|30
FEBRUARY 2016|123456700000680|News & Media|News|43
FEBRUARY 2016|123456700000681|Internet & Telecom|Social Networking|33
FEBRUARY 2016|123456700000681|Finance|Banking|32
FEBRUARY 2016|123456700000681|News & Media|Magazines & E-Zines|6
FEBRUARY 2016|123456700000681|Sport|Soccer|18
FEBRUARY 2016|123456700000681|News & Media|Magazines & E-Zines|24
FEBRUARY 2016|123456700000682|Sport|Soccer|3
FEBRUARY 2016|123456700000682|Sport|Soccer|95
FEBRUARY 2016|123456700000682|Sport|Soccer|11
FEBRUARY 2016|123456700000682|Gambling|Sports Gambling|70
FEBRUARY 2016|123456700000682|Books & Literature|Book Retailers|13
FEBRUARY 2016|123456700000683|Gambling|Sports Gambling|6
FEBRUARY 2016|123456700000683|News & Media|News|53
FEBRUARY 2016|123456700000683|News & Media|News|41
FEBRUARY 2016|123456700000683|Sport|Soccer|45
FEBRUARY 2016|123456700000683|Gambling|Sports Gambling|80
FEBRUARY 2016|123456700000684|Sport|Rugby|28
FEBRUARY 2016|123456700000684|Sport|Soccer|58
